company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,emails
PATIENTFI LLC,Other Technology,patientfi.com,IRVINE,CA,92618,(949) 441-5484,2017,8,"Scott Jorgensen, Scott Jorgenson, Todd Watts","Gerard Cuddy, Glenn Stearns, Louis Bucky, Scott Jorgenson, Tom Cestare",54131583,32131583,Series B,22-12-2021,4,0,100,69139,['Data Scientist'],info@patientfi.com; Success@PatientFi.com; hello@patientfi.com; Success@Patientfi.com
PATRIOT ERECTORS HOLDINGS LLC,Other,patrioterectors.com,SEATTLE,WA,98103,(206) 403-4500,2018,7,,"JOHN DAVID KRITSER, MIKE DAVID EVANS",5550000,5550000,Series A,02-05-2018,,,,,,contact@patrioterectors.com
PATIENTSLIKEME INC,Other Health Care,patientslikeme.com,CAMBRIDGE,MA,2141,(617) 499-4003,,,"Benjamin Heywood, Martin Coulter","James Heywood, Jay M. Tenenbaum, Jonathan M. White, Justin Barstein, Philippe Amouyal",,,,,,,,,,support@patientslikeme.com
PATTERN BRANDS INC,Other,patternbrands.com,NEW YORK,NY,10002,(212) 260-9565,2018,7,Nicholas Ling,"Emmett Shine, Eric Feng, Will Porteus",13979356,8775900,Series A,15-05-2019,,,,,,help@patternbrands.com
PATTERN COMPUTER INC,Other Technology,patterncomputer.com,FRIDAY HARBOR,WA,98250,(360) 378-3431,2015,10,"Mark Anderson, Mark R. Anderson","John Petote, John R. Petote, Rick LeFaivre, Rick R. LeFaivre",41965201,20001472,Seed,06-10-2020,,,,,,careers@patterncomputer.com; privacy@patterncomputer.com; ir@patterncomputer.com; IR@patterncomputer.com; inquiry@patterncomputer.com
PAVIA SYSTEMS INC,Other Technology,paviasystems.com,SEATTLE,WA,98109,(206) 428-3094,,,"George White, Sailesh Katara","Chad Robins, Joe Mahoney, Steven Muench",9000000,1500000,Pre-Seed,18-04-2018,,,,,,INFO@HEADLIGHT.COM; info@headlight.com
PAVMED INC,Other Health Care,pavmed.com,NEW YORK,NY,10017,(917) 813-1828,2014,11,"Brian J. DeGuzman, M.D., Dennis M. McGrath, Lishan Aklog, Lishan Aklog, M.D., Michael A. Gordon, Richard Fitzgerald, Richard M. Yazbeck, Shaun M. O'Neil","David M. Weild, IV, David S. Battleman, M.D., David Scott Weild, IV, Debra J. White, James L Cox, James L. Cox, James L. Cox, M.D., Joshua R. Lamstein, Michael Glennon, Michael J. Glennon, Ronald M. Sparks, Sundeep J. Agrawal, Timothy E. Baxter",39264111,2653000,Seed,24-01-2025,,,,,,info@pavmed.com
PAWP INC,Other Technology,pawp.com,BROOKLYN,NY,11249,(617) 758-9074,2018,7,Marc Atiyeh,"Andrew Malek, Andrew Moussa Aziz Malek, Drew Aziz Taylor, Drew Taylor, Zack Schildhorn",16280546,13280548,Series A,07-04-2021,,,,,,press@pawp.com
PAWSCOUT INC,Other Technology,pawscout.com,MILL VALLEY,CA,94941,(415) 704-4794,,,"ANDREA CHAVEZ, DANIEL PUTTERMAN",JED PUTTERMAN,1100000,1100000,Pre-Seed,11-04-2019,,,,,,support@pawscout.com; sales@pawscout.com
PAY WITH SPIRE INC,Other,paywithspire.com,DALLAS,TX,75226,(214) 851-1745,,,"Cody Donman, Craig McNeil, Kristen Yarbou, Matthew Brennan, Vijay Patel","Copley Broer, Edgar Bronfman Jr., Jake Bender",5000000,5000000,Seed,28-02-2025,,,,,,info@paywithspire.com
PAXERAHEALTH CORP,Other Health Care,paxerahealth.com,NEWTON,MA,2459,(617) 775-5094,,,Mohamed Shoura,"Maged Guirguis, Peter Shields, Shannon Davis",7000000,7000000,Series A,12-12-2022,,,,,,africa_sales@paxerahealth.com; sales@paxerahealth.com; europe_sales@paxerahealth.com; gulf_sales@paxerahealth.com; sales@paxerahealth.de; contacto@paxerahealth.mx
PAYBOOK INC,Other Technology,paybook.com,WEST LAKE HILLS,TX,78746,(512) 817-5959,,,"Gerardo Trevino, Monique Wells",Travis Foxhall,9965201,9965201,Series A,07-10-2022,,,,,,info@paybook.com
PAYCLIP INC,Other,payclip.com,REDWOOD CITY,CA,94063,(650) 353-5927,2012,13,"Adolfo Babatz, Vilash Poovala","Diego Serebrisky, Gene Lockhart, Julio Gutierrez, Luis Cervantes, Paul Breloff",47571315,1635747,Pre-Seed,07-07-2017,,,,,,corporate@payclip.com
PAYFULLY CORP,Other Technology,payfully.co,New York,NY,10017,(212) 398-5289,2016,9,"Alberto Sheinfeld, Luis Scull","David Beisel, TJ Mahony",2080000,2080000,Seed,19-05-2017,,,,,,support@gettongo.com; nick@gettongo.com
PAY-I INC,Other Technology,pay-i.com,REDMOND,WA,98052,(425) 241-1867,2023,2,"David Tepper, Erik Winters",,4000000,4000000,Seed,22-03-2024,,,,,,support@pay-i.com; sales@pay-i.com
PAYMENTWORKS INC,Other Technology,paymentworks.com,Boston,MA,2116,(617) 500-8085,2013,12,"Seth Thayer Stewart, Thayer Stewart","Alan C. Greenblatt, Alan Clinton Greenblatt, Alan Greenblatt, Alan Thayer Greenblatt, Jay C. Rising, Jay Clinton RIsing, Jay Clinton Rising, Jeffrey Clinton Sloan, Peter C. Georgiopoulos, Peter Clinton Georgiopoulos, Peter Thayer Georgiopoulos",69146619,17000000,Series A,30-12-2023,,,,,,info@paymentworks.com
PAYMENTWORKS LLC,Other Technology,paymentworks.com,CAMBRIDGE,MA,2139,(617) 500-8085,2013,12,,Thayer Stewart,2200000,2200000,Pre-Seed,18-06-2014,,,,,,info@paymentworks.com
PAYMONGO INC,Other Technology,paymongo.com,SAN FRANCISCO,CA,94114,(415) 240-8813,2019,6,"Eddie Francis Cesar Plaza, Edwin Cesar Lacierda","Alejandro Luis Sia, Jaime Cesar Hing III, Jaime Luis Hing III, Lawson Luis Emanuel",45767462,31049969,Series B,25-02-2022,,,,,,support@paymongo.com
PAYJOY INC,Other Technology,payjoy.com,SAN FRANCISCO,CA,94107,(408) 455-6781,2015,10,"Douglas Ricket, Gilberto Lopez, Mark Heynen","John Buttrick, Josh McFarland, Todd Schell",59526111,35000000,Series A,25-05-2023,26,2,92.85714286,165706.48,"['Finance Manager', 'Product Manager']",clientes.ec@payjoy.com; clientes@payjoy.com; suportebrasil@payjoy.com; clientes.colombia@payjoy.com; info@payjoy.com; support-pa@payjoy.com; soporte.peru@payjoy.com
PAYSITTERS INC,Other Technology,paysitters.com,OAKLAND,CA,94609,(650) 906-9489,2021,4,Larry J Stephens,,,,,,,,,,,info@paysitters.com
PAYSTACK INC,Other Technology,paystack.co,SAN FRANCISCO,CA,94105,(415) 656-8341,2015,10,"Ezra Olubi, Olusola Akinlade",,10205002,10205002,Series A,23-08-2018,,,,,,hello@paystack.com
PAYVERSE INC,Other Technology,payverse.com,SHERMAN OAKS,CA,91411,(888) 976-9099,2021,4,"Christina Li, Manpreet Singh, Sandra Blair","Charles Crawford, Cleveland Brown, Stephanie Campbell Doran",3025000,3025000,Seed,28-06-2022,,,,,,hello@payverse.com; contact@business.com
PAYZEN INC,Other Technology,payzen.com,SAN FRANCISCO,CA,94108,(888) 849-7647,2019,6,"Antonio Martino, Isaac Cohen, Tobias Ben Mezger, Tobias Mezger","Chris Scoggins, Christopher Scoggins, Kevin Roberts, Lee Shapiro, Mohamad Makhzoumi, Omry Ben David, Omry Ben-David",50000004,32000004,Series B,25-06-2024,4,0,100,166546,['Head of Credit'],support@payzen.com
PBWORKS INC,Other Technology,pbworks.com,SAN MATEO,CA,94402,(415) 963-4369,,,James Groff,"Ariel Hazi, Konstantin Othmer, Paul Weinberg, Roger Sippl",4222658,2015000,Pre-Seed,06-08-2015,,,,,,sales@pbworks.com
PCG-DESIGNER INC,Other,pcgdesigner.com,LOS GATOS,CA,95030,(415) 357-4284,2020,5,Paul Pruett,"Brent Knudsen, Katie Lacey, Lisa Donnelly, Simon Goode, Vern Christensen",,,,,,,,,,info@pcgdesigner.com
PEACHJAR INC,Other,peachjar.com,SAN DIEGO,CA,92128,18589972117 X 102,2013,12,"CARA ALEY, JEFF DRAA, MICHAEL DURHAM, THOMAS TROTT, WESLEY JANSE VAN RENSBURG","ANDERS RICHARDSON, MARK FITZPATRICK, MARK LEFANOWICZ, SOUL HTITE, TODD PEARLMAN",7000000,7000000,Series A,02-02-2018,,,,,,support@peachjar.com
PEAKMETRICS INC,Other Technology,peakmetrics.com,LOS ANGELES,CA,90021,(323) 553-5888,,,"Nicholas W. Loui, Robert W. Lincoln","Brent W. Kelton, Craig W. Adams, Joe W. Raczka",8904616,8904616,Series A,19-08-2025,,,,,,press@peakmetrics.com; support@peakmetrics.com
PEAR SPORTS LLC,Other Technology,pearsports.com,IRVINE,CA,92612,(949) 502-8254,2010,15,"Alan Wade Pettis, Jeff P. Conner, Kristian G. Rauhala, Lisa A. Williams, Robert G. Allison","John J. Gallagher, Kurtis Wade Binder, Robert A. Damon, Scott A. Pruitt, Thomas E. Davin, Wayne A. Marino",8208000,3000000,Pre-Seed,18-05-2015,,,,,,inquiry@pearhealthlabs.com
PEARL INC,Other Technology,pearl.com,West Hollywood,CA,90069,(323) 438-8330,2019,6,Ophir Tanz,"David Sacks, Krishna Kolluri, Vinny Pujji",91250829,80250829,Series C,17-06-2024,,,,,,bizdev@pearl.com
PEARL HEALTH INC,Other,pearl-health.com,NEW YORK,NY,10001,(917) 342-2859,2020,5,Michael Kopko,"Jeff DeFlavio, Kevin Ryan, Scott Kupor, Vineeta Agarwala",55500001,55500001,Series C,14-12-2022,,,,,,info@pearlhealth.com
PEERBRIDGE HEALTH INC,Other,peerbridgehealth.com,NEW YORK,NY,10019,(713) 702-7800,2012,13,"ADRIAN GILMORE, ARTHUR BERTOLERO, Adrian Gilmore, Arthur Bertolero, CHRIS DARLAND, Chris Darland, MICHAEL FAWKES, Michael Fawkes, Todd Asmuth","ANGELO ACQUISTA, AVI KOMETZ, Angelo Acquista, Angelo Aquista, Ari Kometz, Avi Kometz, Dan Reuvers, GREG TRACY, GREGORY FONTANA, Gregory Fontana, MARK BAKKEN, Mark Bakken, NICHOLAS JACKSON, Nicholas Jackson, PATRICK HORAN, Patrick Horan, RICHARD MULRY, Richard Mulry, TAMANNA BEMBENEK, PH.D., TAMANNA BEMBENEK, Ph.D., Tamanna Bembenek, Ph.D., Todd Asmuth",155348543,8000000,Series A,09-05-2025,,,,,,info@peerbridgehealth.com
PEER INC,Other Technology,peer.com,BELLEVUE,WA,98006,(917) 716-1112,2021,4,"Egor Van T. Yusov, Heath Van T. Abbate, Kyle Van T. Hay, Thinh (Tony) Ky Tran, Thomas Van T. Nguyen","Hannah H. Vu, Khanh Van T. Nguyen, Quan H. Nguyen, Tuan (Paul) T. Duong",340000000,170000000,Pre-Seed,30-06-2022,,,,,,contact@peer.com
PEGASUS DEVELOPMENT INC,Other Health Care,pegasusdevelopment.com,NEW YORK,NY,10005,(929) 900-8003,2020,5,,Norman Victor Meier,,,,,,,,,,interested@domainmarket.com
PEERSPACE INC,Other Technology,peerspace.com,SAN FRANCISCO,CA,94107,(415) 403-2421,2013,12,"Eric Shoup, Gene Domecus, Raymond Chammas","Andrew Swain, George Chammas, Joseph Kraus, Michael Horwitz, Paul Holland",35243130,16000000,Series B,03-07-2018,,,,,,team@peerspace.com; vulnerability@peerspace.com; help@peerspace.com; press@peerspace.com
PELLEPHARM INC,Biotechnology,pellepharm.com,MENLO PARK,CA,94025,(650) 815-7404,2012,13,"Ervin Epstein, Ervin Epstein, M.D., Mark De Souza, Ph.D., Mark de Souza, Sanuj Ravinddran, M.D.","Ervin Epstein, M.D., Frank McCormick, Ph.D., Jean Tang, Jean Tang, M.D., Ph.D., Jean Y. Tang, M.D., Ph.D., Katrin Andreasson, Neil Kumar, PH.D., Neil Kumar, Ph.D.",22550000,7500000,Series A,18-06-2018,,,,,,Info@Pellepharm.com; info@pellepharm.com; PellePharmPress@purecommunications.com
PEM HOLDING CO,Manufacturing,pem.com,NEW YORK,NY,10022,(212) 446-9300,,,"Eric M. Ruttenberg, Mark E. Petty, William M. Shockley","Charles W. Grigg, Joseph W. Baratta, Keith W. Colburn, Robert J. Kelly, Viral K. Patel",257599502,257599502,Series D+,06-10-2014,,,,,,office@pem.com; landshut@pem.com
PENROSE HILL LTD,Other,penrosehill.com,NEW YORK,NY,10012,(512) 686-3971,2015,10,"Mark Pinney, PHILIP JAMES, Philip James","Alexander Farkas, Charles Meakem, Chip Meakem, MICHAEL LOEB, Michael Loeb, OLIVER GARLAND, Zander Farkas",32712643,15612643,Series A,02-10-2019,,,,,,service@firstleaf.com
PENSACOLA VENTURES LLC,Other,pensacola.com,EL CERRITO,CA,94530,(949) 296-7502,2022,3,"Chat Duong, Munif Saza, Noah Hoffman, Pace Morby, Tracy Tran",,,,,,,,,,,enews@visitpensacola.com
PEO PARTNERS LLC,Investing,peo-partners.com,NEW YORK,NY,10017,(646) 993-6350,,,"Elisabeth Donohoe, Jean-Louis Lelogeais, Randolph Cohen",,4000000,4000000,Pre-Seed,06-02-2025,,,,,,info@peo-partners.com
PEPROMENE BIO INC,Biotechnology,pepromenebio.com,IRVINE,CA,92618,(949) 564-4085,2016,9,"Hong Woo Kim, Yung Ki Park","Hyukjong Tae Lee, Sun Tae Hwang, Young Rae Choi",40210134,40210134,Series C,17-07-2017,,,,,,info@pepromenebio.com
PERCH ENERGY INC,Other Energy,perchenergy.com,BOSTON,MA,2116,(301) 467-8893,2021,4,"Adam Isaacson, Bruce Stewart, Lynda Freshman","Chris E. Steinbaugh, Eric Graber-Lopez, Joseph E. Liipscomb, Joseph Lipscomb, Maria Thomas, Neal Isaacson, Radhika E. Shroff",44999953,34999953,Series B,06-10-2023,,,,,,customercare@perchenergy.com
PERCOLATA CORP,Other Technology,percolata.com,Palo Alto,CA,94306,(650) 308-4980,,,Greg Lin Tanaka,"Andreas Weigend, Jin Park",14566159,14566159,Series A,18-01-2017,,,,,,sales@percolata.com
PERFECT IP LLC,Other Health Care,perfectip.com,DALLAS,TX,75201,(214) 871-3320,2013,12,Steven E. Smathers,,18003850,18003850,Series B,13-12-2017,,,,,,sales@perfectip.net
PERFORMA LABS INC,Other Technology,performa-labs.com,IRVINE,CA,92612,(949) 381-6200,2019,6,"Anderee Berengian, Glen Kim","Jim Davis, John Melsom, Justin Choi, Yasuto Suga",15000000,15000000,Seed,17-06-2022,,,,,,customerservice@performa-labs.com
PERFORMANCE INDICATOR LLC,Other Technology,performanceindicator.com,LOWELL,MA,1852,(978) 459-4500,,,"Robb Osinski, Satish Agrawal",,15000000,8000000,Series A,08-05-2015,,,,,,service@atom.com
PERFORMITIV LLC,Other Technology,performitiv.com,CHICAGO,IL,60607,(708) 267-6946,2015,10,Kent D. Barnett,,3858547,1058547,Pre-Seed,15-04-2021,,,,,,info@performitiv.com
PERI INC,Other Technology,peri.com,IRVINE,CA,92612,(949) 378-4680,2014,11,"Michael Hsu, Mohammad Tabatabai, Shayan Doosty","Dusan Miletich, Mio Stojkovich, Mohammad Tabatabai, Sanaz Sarbasi, Walter Palhetas",7211750,1500000,Pre-Seed,25-10-2017,,,,,,info@peri.com
PERFUSE THERAPEUTICS INC,Biotechnology,perfusetherapeutics.com,SAN FRANCISCO,CA,94158,14152721083,2018,7,Sevgi Gurkan,"Chau Khuong, Christy Shaffer, Dan Becker, Hongbo Lu, Jerry Cagle",42999964,38999964,Series A,15-07-2020,,,,,,info@perfusetherapeutics.com
PERIMETRICS INC,Biotechnology,perimetrics.ai,REDMOND,WA,98052,(310) 826-4905,2021,4,"Robert G Hayman, Sherry G Fischer","Bruce G Kanter, Cherilyn G Sheets, Clarence G Puryear, David G Gill, James G Earthman, Rudy G Puryear",15773750,5000000,Seed,23-03-2022,,,,,,info@innerview.ai
PERMISSIONLESS LABS INC,Other,permissionless-labs.com,IRVINE,CA,92602,(858) 399-0835,2021,4,David Rhodus,,9301477,9301477,Series A,08-05-2024,,,,,,hello@permissionless-labs.com
PERRY HEALTH INC,Biotechnology,perry-health.com,San Francisco,CA,94104,(212) 953-7741,2017,8,"Anshu Vaish, Arpan Chaudhury","Henry Toole, Jason Shuman, Petar Petrov",26312304,23462311,Series B,17-05-2022,,,,,,yoram.benamram@pery.com; corporatesales@pery.com; arthur.weiss@pery.com
PERSIVIA HOLDINGS INC,Other,persivia.com,LOWELL,MA,1851,(978) 856-4501,2015,10,"Fauzia A. Khan, Mansoor A. Khan",,5000000,5000000,Seed,28-08-2015,,,,,,info@persivia.com
PERSIVIA INC,Other,persivia.com,MARLBOROUGH,MA,1752,(978) 856-4599,2015,10,Mansoor A. Khan,"Edward A. Cahill, Fauzia A. Khan, Ron A. Zwanziger, Tadd A. Wessel",9999996,3749996,Pre-Seed,25-07-2019,14,0,100,76750,"['Business Intelligence Analyst', 'Clinical Data Engineer']",info@persivia.com
PERSONAL CAPITAL CORP,Other Banking and Financial Services,personal.com,REDWOOD CITY,CA,94063,(650) 619-3641,,,"Allison H Amadia, Jay H Shah, Mike H Armsby, PAUL H. BERGHOLM, Paul Bergholm, Paul H Bergholm, Vijay H Shah, WILLIAM H. HARRIS, William H Harris, William Harris","BRIAN H. ASCHER, Brian Ascher, Brian H Ascher, Bruce H Felt, CHARLES H. GOLDMAN, Charles Goldman, Charles H Goldman, JEREMY H. SCHEIN, JIM H. FEUILLE, Jeffrey H Carney, Jeremy Schein, Jim Feuille, Jim H Feuille, Kira H Wampler, Marina H Levinson, Paul H Desmarais III, STEPHEN H. HARRICK, Stephen H Harrick, Stephen Harrick, William H Harris",275075000,100000000,Series C,24-01-2019,,,,,,sales@snagged.com
PERSONAL AIRLINE EXCHANGE INC,Other Travel,personalairlineexchange.com,TEMECULA,CA,92590,(877) 230-8189,,,Michael Azzarello,"George Lebeau, Ray Gedert",2000000,2000000,Pre-Seed,31-12-2020,,,,,,info@flywingtips.com
PERSONALIZED STEM CELLS INC,Biotechnology,personalizedstemcells.com,POWAY,CA,92064,(858) 748-2004,2018,7,"Michael Dale, Michael M. Dale, Robert Harman, Robert J. Harman",,6000000,5000000,Pre-Seed,27-05-2020,,,,,,info@pscells.com; info@PSCells.com
PERSONALIS INC,Biotechnology,personalis.com,MENLO PARK,CA,94025,(650) 752-1300,2011,14,"Carol Tillis, John West","Chris Schaepe, Jonathan MacQuitty, Ken Ludlum, Patrick Balthrop, Vincent Miles",48572605,15000000,Series A,29-06-2017,22,0,100,129002,"['Senior Bioinformatics Scientist', 'Senior Research Associate', 'Senior Research Associate ', 'Software Engineer - Backend ', 'Software Engineer - Backend']",info@personalis.com; clientservices@personalis.com; europe@personalis.com; billing@personalis.com
PERYGEE INC,Other Technology,perygee.com,BOSTON,MA,02108-3206,(202) 838-6693,2019,6,Mollie Breen,Barmak Meftah,6350000,6350000,Series A,03-08-2022,,,,,,hello@overai.com
PET NOTIFY LLC,Other Technology,petnotify.com,KIRKLAND,WA,98033,(206) 319-9001,2018,7,Sapp Layne,,1000000,1000000,Pre-Seed,15-10-2018,,,,,,support@petnotify.com
PETAL CARD INC,Other Technology,petalcard.com,NEW YORK,NY,10009,(000) 000-0000,2016,9,"Andrew Endicott, Jason Gross",Charles O'Donnell,3300000,3300000,Pre-Seed,15-12-2016,10,0,100,162652,['Senior Software Engineer'],support@petalcard.com; press@petalcard.com; help@tilt.com; petalsupport@empower.me
PETAL SURGICAL INC,Biotechnology,petalsurgical.com,REDWOOD CITY,CA,94063,(650) 576-5049,2021,4,Prashant Chopra,"Frederic Moll, Nicholas Theodore",17679379,17679379,Series B,14-08-2025,,,,,,hello@petalsurgical.com
PETASENSE INC,Other Technology,petasense.com,FOSTER CITY,CA,94404,(214) 213-0200,2014,11,"Abhinav Khushraj, Arun Santhebennur",,1965237,1965237,Pre-Seed,22-06-2015,,,,,,sales@petasense.com
PETCURE ONCOLOGY LLC,Other,petcureoncology.com,CHICAGO,IL,60631,(773) 850-3300,2014,11,SCOTT MILLIGAN,,7500000,3500000,Pre-Seed,26-07-2016,,,,,,PetCure.Pittsburgh@ThrivePet.com; Petcure.Clifton@ThrivePet.com; Petcure.Dallas@ThrivePet.com; PetCure.SAGE@ThrivePet.com; PetCure.Connect@ThrivePet.com; PetCure.AVOGilbert@ThrivePet.com; PetCure.SanAntonio@ThrivePet.com; PetCure.Chicago@ThrivePet.com
PETPLATE INC,Other,petplate.com,New York,NY,10018,18559816109,2016,9,"Gertrude Allen, Jason Sussman, Renaldo Webb, Stephen Lamberton","Jason Stiles, John Haugen, Rish Sinha, Seth Goldman, Stephanie Arnold",39844422,17000000,Series A,14-10-2022,,,,,,petcare@petplate.com
PETRIAGE INC,Other Technology,petriage.com,BELLEVUE,WA,98006,(206) 949-7303,2017,8,Allon Freiman,Shlomo Freiman,2000000,2000000,Pre-Seed,08-12-2017,,,,,,contact@petriage.com
PETWELL PARTNERS LLC,Other,petwell.com,Houston,TX,77005,(407) 744-2436,2013,12,"David C. Murvin, David H. Strauss, Wayne L. Moore","Crystal E. Hutter, David C. Murvin, David H. Strauss, Wayne L. Moore, William E. DeWitt",22750000,12750000,Series A,22-12-2016,,,,,,support@petwell.com
PETROBENCH GROUP INC,Other Technology,petrobench.com,FRISCO,TX,75034,(469) 274-0032,2023,2,Joel Robert Gordon,,3250000,3250000,Pre-Seed,12-07-2023,,,,,,support@petrobench.com
PHANTOM TECHNOLOGIES INC,Other Technology,phantom-technologies.com,SAN FRANCISCO,CA,94110,(732) 546-6987,2021,4,"Brandon Millman, Chris Kalani, Francesco Agosti",,8999997,8999997,Series A,28-05-2021,14,0,100,180000,['Senior Data Scientist'],sales@phantom-technologies.com
PHARMACCX INC,Other Technology,pharmaccx.com,Boston,MA,2116,(508) 658-9080,2017,8,"Armen Shankar Solakhyan, Nathan Sigworth, Peter Rice","Barath Shankar Subramanian, Julia Shankar Bernstein, Rob Shankar Kniaz",16506799,5446496,Series A,26-06-2023,,,,,,info@ccx.tech; support@ccx.tech
PHARMADVA LLC,Manufacturing,pharmadva.com,ROCHESTER,NY,14623,(844) 606-3474,,,Michael Berg,"Jim Brush, Jonathan Sacks, Mark Ambruster, Michael Allen, Pamela Schwitzer",1000000,1000000,Pre-Seed,18-04-2025,,,,,,help@pharmadva.com; info@pharmadva.com
PHARMACYTE BIOTECH INC,Biotechnology,pharmacytebiotech.com,LAGUNA HILLS,CA,92653,(917) 595-2850,,,"Carlos A. Trujillo, Crabtree W. Crabtree, Kenneth L. Waggoner","Michael M. Abecassis, Raymond CF Tong, Thomas C.K. Yuen, Thomas CF Liquard",70000000,70000000,Series C,23-08-2021,,,,,,info@pharmacyte.com; info@PharmaCyte.com
PHARMAZZ INC,Pharmaceuticals,pharmazz.com,WILLOWBROOK,IL,60527,(630) 780-6087,2017,8,"Ajit Srimal, Anil Gulati, Daniel P. Stauder, Daniel Stauder, David Costello, Dharminder Marwah, Gaylord Toft, Guru Reddy, Sunil Gulati","Ajit Srimal, Dharminder Marwah, James McConnell, James McDonnell, Jane Kiernan",87728550,25037500,Series A,27-05-2025,,,,,,info@pharmazz.com
PHARMESOL INC,Biotechnology,pharmesol.com,COPPELL,TX,75019,(614) 440-7531,,,SIYEON PARK,,,,,,,,,,,contact@pharmesol.com
PHARMID INC,Pharmaceuticals,pharmid.com,SEATTLE,WA,98103,(425) 830-1704,2017,8,"Brian Marquardt, J. Scott Van Vuren, Tim Gibbons, Tom Pierson","Brian Marquardt, Christopher Swasand, Scott Van Vuren",9079996,4999996,Seed,13-07-2018,,,,,,info@pharmid.com
PHASE GENOMICS INC,Biotechnology,phase-genomics.com,SEATTLE,WA,98109,(206) 384-6228,2015,10,"Ivan Liachko, Kayla Young, Shawn Sullivan",,7979358,6579358,Seed,14-03-2023,,,,,,info@phasegenomics.com
PHASE 2 CELLARS LLC,Other,phase2cellars.com,SAN LUIS OBISPO,CA,93401,(805) 782-0300,,,June Rose McIvor,Kenneth Robin Baggett,10010000,10010000,Pre-Seed,14-02-2020,,,,,,fdufresne@phase2cellars.com
PHENOBIOME INC,Biotechnology,phenobiome.com,PALM SPRINGS,CA,92262,(415) 269-0666,,,Didier Perez,"Andrei Osterman, William Rutter",1500000,1500000,Pre-Seed,01-11-2022,,,,,,info@phenobiome.com
PHENOMIX SCIENCES INC,Other Health Care,phenomixsciences.com,MENLO PARK,CA,94025,(612) 270-2015,2020,5,Mark Bagnall,"Andres Acosta, Karl K Ronn, Lawrence K Cohen, Michael Camilleri",5028735,5028735,Pre-Seed,08-02-2023,,,,,,info@phenomixsciences.com
