company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
NEW MATTER INC,Other Technology,new-matter.com,PASADENA,CA,91103,(626) 585-6900,2014,11,"Christopher Stone, Craig Chrisney, Deborah Chen, Marcia Goodstein, Steve Schell","Bill Gross, Gilman Louie",7600000,7600000,Seed,21-11-2014,,,,,
NEW MOMENTUM HOLDINGS INC,Other,new-momentum.com,NEW YORK,NY,10019,(212) 720-0300,2018,7,"ADAM T. WEINSTEIN, ALBERT NOTINI, ROBERT MULCARE","CHARLES T. HOLLAND, JOSEPH E. FLUET, III, PETER T. SCHOOMAKER, PHIL E. NOLAN, RICHARD A. CODY, RINA A. PARIKH, THOMAS W. WESTON, JR., WILLIAM T. CROSBY",302831086,2008000,Seed,15-11-2020,,,,,
NEW NIXON HOLDINGS INC,Other,,CARLSBAD,CA,92010,(888) 455-9200,,,Jameson McJunkin,"Andrus Laats, Maksym Levytskyy",23145830,23145830,Series B,03-08-2023,,,,,
NEW PRODUCTION COMPANY LLC,Other,,BEVERLY HILLS,CA,90211,(310) 271-0300,2024,1,"Andrew M. Lewis, Laura Ellen Black Dawson, Noah D. Oppenheim, Sarah Perlman Bremner",Lloyd D. Braun,1500000,1500000,Pre-Seed,29-02-2024,,,,,
NEW PROVIDENCE CAPITAL LENDING LLC,Other,,DALLAS,TX,75205,(214) 444-9070,,,,"Mark Pitzer, Michael Slaughter",29520000,1000000,Pre-Seed,31-01-2020,,,,,
NEW RANGE FINANCIAL INTELLIGENCE INC,Other,newrangefinancialintelligence.com,Irvine,CA,92618,(714) 788-0253,2024,1,"Breanna Phillips, Mark Ronai",Christopher Harper,5394704,5394704,Series A,02-05-2025,,,,,
NEW REALM HOLDINGS LLC,Other,,Skokie,IL,60077,(224) 458-4300,2020,5,Andrew Rashkow,,101129879,101129879,Series D+,16-07-2021,,,,,
NEW RELIC INC,Other Technology,newrelic.com,SAN FRANCISCO,CA,94105,(650) 777-7600,,,"Chris Cook, Jim Gochee, Lewis Cirne, Mark Sachleben, Robin Schulman","Adam Messinger, Dan Scholnick, Peter Currie, Peter Fenton, Sarah Friar",108197700,8197745,Series A,28-10-2015,52,0,100,159695.3333,"['Software Engineer', 'Technical Program Manager', 'Principal Product Manager', 'Lead Software Engineer ', 'Product Manager ', 'Technical Account Manager II ', 'Technical Account Manager II']"
NEW RESILIENCE LLC,Other Technology,new-resilience.com,SUNNYVALE,CA,94089,(408) 701-6192,2024,1,,"Aaraddhya Bhatalkar, Pranoy Chaudhuri",1000000,1000000,Pre-Seed,13-01-2025,,,,,
NEW RISING SUN SPC,Other,,SEATTLE,WA,98101,(323) 540-3528,2022,3,"Greg Lundgren, Joe Paganelli, Steven Severin",,3999900,3999900,Pre-Seed,25-08-2023,,,,,
NEW SKY INVESTOR GROUP (2023) LLC,Other,,WILMETTE,IL,60091,(847) 676-4300,2022,3,"* Alter BB, L.L.C., Michael Alter",,,,,,,,,,
NEW SUN ROAD PBC,Other Technology,,RICHMOND,CA,94804,(510) 550-5252,,,Adrienne Pierce,"Andrew Karetsky, Austin Cappon, Candice Eggerss, Chad Riley, Jalel Sager",6866728,6866728,Series A,10-05-2023,,,,,
NEW TRANSPORT TECHNOLOGIES LLC,Investing,,HESPERIA,CA,92345,(760) 995-4220,2016,9,Andy T. Pham,,1000000,1000000,Pre-Seed,10-08-2016,,,,,
NEW VENTURE STUDIO LLC,Other,,BEVERLY HILLS,CA,90211,(310) 271-0300,2024,1,"Andrew M. Lewis, Laura Ellen Black Dawson, Lloyd Braun, Noah Oppenheim",,1500000,1500000,Pre-Seed,29-02-2024,,,,,
NEW VIEW SURGICAL INC,Other Technology,newviewsurgical.com,Andover,MA,1810,(774) 284-2283,,,"Arthur C. McKinley, Bryce Klontz, Melvin B. Prenovitz","John H. Younger, Mark H. Schneider, Nancy H. Briefs, Scott H. Flora, Thomas H. Testa",24487299,10000000,Series A,15-09-2022,,,,,
NEW WATERS RECOVERY NORTH CAROLINA FUND LP,Other Health Care,,McKinney,TX,75070,(866) 894-7309,2020,5,"Graham Doerge, Ryan Wright, Trenton Davis",,,,,,,,,,
NEW YORK DIGITAL INVESTMENT GROUP LLC,Other Banking and Financial Services,,NEW YORK,NY,10022,(212) 433-4400,2017,8,"Robert David Gutmann, Ross L. Stevens, Yan David Zhao","Benjamin Meier Lawsky, David B. Heller, Jacqueline D. Reses, Robert Michael Stavis, Theodore A. Mathas",1017253170,1017253170,Series D+,05-03-2021,,,,,
NEW YORK DISTILLING COMPANY LLC,Other,,BROOKLYN,NY,11237,(718) 473-2955,,,Thomas D Potter,"Allen G Katz, Daniel D Gasper",1100000,1100000,Pre-Seed,01-01-2024,,,,,
NEW YORK INCOME PARTNERS IV LLC,Other,,ROCHESTER,NY,14623,(585) 424-2750,2016,9,"Bridget Martin, Paul Adams",,500000000,50000000,Pre-Seed,03-04-2017,,,,,
NEW YORK PADEL CLUB INC,Other,newyorkpadelclub.com,BROOKLYN,NY,11249,(916) 612-9111,2023,2,,Alexander Steiner,1500000,1500000,Pre-Seed,17-06-2025,,,,,
NEW YORK SHIPPING EXCHANGE INC,Other Technology,newyorkshippingexchange.com,NEW YORK,NY,10004,1 (646) 8649932,,,"ADAM FERRIS, Gordon Downes","April Zobel, Christian Pederson, Jesper Praestensgaard, Jochen Gutschmidt, MICHAEL GRIER, Mark Michaels, Mark Weaver, Nick Fafoutis, Peter Hildebrandt, ZACH FIELDS",53499999,24999999,Series B,20-06-2022,,,,,
NEW YORK SUN CO LLC,Other,,NEW YORK,NY,10022,(917) 743-1314,2019,6,,"Caroline Vik, Daniel Rosen, David Sterling, Dovid Efune",7000000,7000000,Series A,25-10-2021,,,,,
NEWBOLD HOLDINGS GROUP LLC,Other,,BOSTON,MA,2116,(617) 303-2444,2024,1,"Keith Howerin, Michael Duffy, Paul Lipson",,1555000,1555000,Pre-Seed,26-07-2024,,,,,
NEWBRIDGE GLOBAL VENTURES INC,Other,,ALAMEDA,CA,94501,(801) 362-2115,,,"Robert Bench, Sam Mac","Ellen Gee, Eric Tran, Ole Sigetty",7500000,7500000,Pre-Seed,08-01-2019,,,,,
NEWBURYPORT BREWING CO,Manufacturing,newburyportbrewing.com,NEWBURYPORT,MA,1950,(978) 463-8700,2012,13,"Christopher Webb, William III Fisher",,1000000,1000000,Pre-Seed,28-10-2015,,,,,
NEWCASE INC,Other Technology,newcase.com,CAMBRIDGE,MA,2139,19294612208,2024,1,Nader Karayanni,Mustafa Awad,1150000,1150000,Pre-Seed,08-08-2025,,,,,
NEWCHIP INC,Other Technology,newchip.com,AUSTIN,TX,78741,(817) 458-2660,2016,9,"Judd Hollas, Ryan Rafols, Travis Brodeen",Matthew Bell,2000000,2000000,Seed,11-09-2016,,,,,
NEWCO PLATFORM INC,Other,newcoplatform.com,ROSS,CA,94957,(415) 454-1576,2013,12,"Brian Monahan, John Battelle",Brian Monahan,10412297,7312297,Series A,23-02-2016,,,,,
NEWEDGE SIGNAL SOLUTIONS INC,Telecommunications,,SHIRLEY,MA,1464,(978) 425-4000,2018,7,"David J. McIntosh, Thomas J. Lambalot","James J. Brewington, Josie J. Stevens, Ralph J. Nilsson",9000000,9000000,Series A,26-06-2018,,,,,
NEWERA IRF HOLDINGS LLC,Hospitals and Physicians,,GRAPEVINE,TX,76051,(469) 283-1911,2019,6,"Daryn Eudaly, Tim Lavender",,25000000,25000000,Pre-Seed,05-11-2021,,,,,
NEWHOLD AEC CORP,Other,,NEW YORK,NY,10017,(212) 653-0153,,,"Charles Goldman, Kurt Bergman","Charles Baynes-Reid, Joshua Nabatian, Kumar Buvanendaran, Thomas Clay",3500000,3500000,Seed,17-05-2024,,,,,
NEWHOLD ALLWASTE HOLDINGS LLC,Other,,NEW YORK,NY,10017,(212) 653-0153,2018,7,"Charles Michael Goldman, John Charles Baynes-Reid, Kevin Michael Charlton",,4237500,4237500,Seed,15-05-2018,,,,,
NEWHOLD ENTERPRISES LLC,Other,newhold.com,NEW YORK,NY,10017,(212) 653-0153,2018,7,"Charles Michael Goldman, John Charles Baynes-Reid, Kevin Michael Charlton",,6666667,6666667,Pre-Seed,15-05-2018,,,,,
NEWLANS INC,Other Technology,newlans.com,ACTON,MA,1720,(978) 849-8000,2011,14,"Dev Gupta, Divi Gupta","David Furneaux, Paul Conley",20062040,20062040,Series A,27-01-2014,,,,,
NEWLEOS THERAPEUTICS INC,Biotechnology,newleostherapeutics.com,BOSTON,MA,2199,(617) 648-9100,2024,1,"David Donabedian, John McCabe, Robert Hadfield","Christoph Westphal, Ming Cheah, Raymond Camahort",93449993,93449993,Series C,10-02-2025,,,,,
NEWLIGHT TECHNOLOGIES INC,Manufacturing,newlighttechnologies.com,Huntington Beach,CA,92647,(888) 269-0489,,,"Evan Creelman, Kenton Kimmel, Markus Herrema","Cornelis Linse, Eric Olson, John Daly, May Liew",458852004,331037255,Series D+,30-06-2023,2,0,100,100000,['RESEARCH SCIENTIST - ELASTOMERICS ']
NEWLIGHT TECHNOLOGIES LLC,Manufacturing,newlighttechnologies.com,Costa Mesa,CA,92626,(714) 556-4500,,,"Evan R. Creelman, Kenton D. Kimmel, Markus D. Herrema",,39267739,30000000,Series B,18-02-2016,2,0,100,100000,['RESEARCH SCIENTIST - ELASTOMERICS ']
NEWLIMIT INC,Biotechnology,newlimit.com,South San Francisco,CA,94080,(415) 603-9539,2021,4,"Jacob Kimmel, Michael Polansky","Blake Byers, Brian Armstrong, Jacob Kimmel, Zavain Dar",202245262,129999762,Series D+,02-05-2025,,,,,
NEWMAN CLOUD INC,Other Technology,newmancloud.com,NEWTON,MA,2459,(978) 760-1885,2015,10,Oleg Shilovitsky,,4000000,4000000,Seed,10-07-2018,,,,,
NEWOMICS INC,Biotechnology,newomics.com,BERKELEY,CA,94710,(510) 833-2811,,,Daojing Wang,"Pan Mao, Patrick Scannon, Ted Hou",7850032,7850032,Seed,13-10-2020,,,,,
NEWORDERAUTO INC,Other,,Seattle,WA,98122,(206) 999-7405,2011,14,Grant Feek,"Chase Fraser, Tony Rimas",4398652,1768000,Pre-Seed,21-05-2015,,,,,
NEWPAYHEALTH INC,Other Technology,newpayhealth.com,LOS ANGELES,CA,90034,(310) 776-5485,2023,2,Bruce Ettinger,"Henry Klingenstein, Kent Bradley",4202712,4202712,Seed,26-02-2025,,,,,
NEWPORT GROUP LLC,Investing,newport-group.com,BRAINTREE,MA,2184,(781) 348-9232,2014,11,"GEOFF VENTURA, JOHN RABY, RON SNYDER",,9150000,9150000,Series A,20-05-2014,,,,,
NEWPORT GROWTH FUND LLC,Investing,,HUNTINGTON BEACH,CA,92646,17143340657,2014,11,Charles Doyle Koeller,,10000000,10000000,Pre-Seed,06-07-2018,,,,,
NEWPORT INVESTMENTS FUND LLC,Investing,newport-investments.com,HUNTINGTON BEACH,CA,92646,(714) 334-0657,2012,13,Charles Doyle Koeller,,20000000,20000000,Series A,23-10-2012,,,,,
NEWPORT RIVER'S EDGE LLC,Investing,,DALLAS,TX,75252,(214) 384-8413,2015,10,"Jeffrey S. Juster, Newport Capital Advisors, LLC",,2000000,2000000,Seed,17-12-2015,,,,,
NEWPORT SANDPIPER LLC,Investing,,DALLAS,TX,75252,(214) 384-8413,2016,9,"Jeffrey S. Juster, Newport Capital Advisors, LLC",,3800000,3800000,Seed,02-06-2016,,,,,
NEWPORT SOUTHWEST CROSSING LLC,Investing,,DALLAS,TX,75252,(214) 384-8413,2015,10,"Jeffrey S. Juster, Newport Capital Advisors, LLC",,2000000,2000000,Seed,10-09-2015,,,,,
NEWPORT VIRGINIA PORTFOLIO LLC,Investing,,DALLAS,TX,75219,(214) 384-8413,2017,8,"Jeffrey S. Juster, Newport Capital Advisors, LLC",,1800000,1800000,Pre-Seed,18-12-2017,,,,,
NEWPORT WEST POINTE LLC,Investing,,DALLAS,TX,75252,(214) 384-8413,2016,9,"Jeffrey S. Juster, Newport Capital Advisors, LLC",,,,,,,,,,
NEWPORT/CHURCHILL ADDISON LLC,Investing,,DALLAS,TX,75252,(214) 384-8413,2014,11,"CCC 56/Addison Class B, LLC, F. James Neil, Jr., Jeffrey S. Juster, Newport Capital Advisors, LLC, Newport/Churchill Addison Manager, LLC",,4000000,4000000,Seed,20-06-2014,,,,,
NEWRETIREMENT INC,Other,newretirement.com,MILL VALLEY,CA,94941,(415) 462-5703,,,Stephen Chen,"Steve Reale, Timothy Chen",10418621,10418621,Series A,07-07-2023,,,,,
NEWS DEEPLY INC,Other,newsdeeply.com,NEW YORK,NY,10001,(917) 656-0310,2012,13,"Lara Setrakian, Samir Sheth",,6866042,6866042,Series A,05-07-2017,,,,,
NEWSCRAFTED LLC,Business Services,,WOODLAND HILLS,CA,91364,(818) 388-2884,2012,13,"David Koenig, Paul Beck",Adam Fountain,1000000,1000000,Pre-Seed,30-06-2014,,,,,
NEWSCRED INC,Other Technology,newscred.com,NEW YORK,NY,10010,(212) 989-4100,2010,15,"Asif Rahman, Brian LaRock, Iraj Islam, Shafqat Islam","Amish Jani, Chris Ahearn, Doug Pepper, Liron Gitig, Rajeev Batra",67043544,42043538,Series C,19-08-2015,,,,,
NEWSELA INC,Other Technology,newsela.com,NEW YORK,NY,10001,(917) 576-0932,2014,11,"Dan Cogan-Drew, Daniel Winston, Jennifer Coogan, Matthew Gross","Brook Byers, Tory Patterson",21456175,15500001,Series A,27-05-2015,4,0,100,157061,['Senior Site Reliability Engineer']
NEWSGUARD TECHNOLOGIES INC,Other,newsguardtechnologies.com,NEW YORK,NY,10019,(212) 332-6301,2018,7,"Gordon Crovitz, Mikey Wang, Steven Brill","Nicholas Penniman IV, Steve King",5999992,5999992,Series A,23-02-2018,2,0,100,56375,['Staff Analyst/Misinformation Reporter']
NEWSICA UNITED HOLDING CORP,Other,,SANTA CLARA,CA,95054,(408) 239-4326,2019,6,Ni Sun,,1099813,1099813,Pre-Seed,21-01-2020,,,,,
NEWSTAR FINANCIAL INC,Other Banking and Financial Services,newstar-financial.com,BOSTON,MA,2116,(617) 848-2500,,,"Daniel D. McCready, John K. Bray, Patrick F. McAuliffe, Peter A. Schmidt-Fellner, Timothy J. Conway","Brian L.P. Fallon, Charles N. Bralver, Frank R. Noonan, Maureen P. O'Hara, Richard E. Thornburgh",300000000,300000000,Series D+,04-12-2014,,,,,
NEWSTORE INC,Other,newstore.com,BOSTON,MA,2111,(857) 285-8470,2012,13,"Felix Schulte, Joel Abdinoor, Joel Jester Abdinoor, Stephan Schambach","Carol Meyrowitz, Jeff Barnett, Larry Bohn, Scott Galloway, Sharen Jester Turney, Steven Sarracino",163395391,61701368,Series C,22-06-2021,12,0,100,120000,['Solution Engineer Frontend/Backend - Field Services']
NEWTON DENTISTRY PC,Hospitals and Physicians,,Newton,MA,2466,(617) 244-5020,,,Rachana Vora,,,,,,,,,,
NEWTON RESEARCH INC,Other Technology,newtonresearch.com,NEEDHAM,MA,2494,(617) 863-7959,2023,2,"John Hoctor, Matthew Emans","Ian Sigalow, Kent Bennett",14100000,9000000,Series A,30-04-2025,,,,,
NEWTON WIND TECH INC,Manufacturing,,BUFFALO,NY,14222,(716) 880-5154,2020,5,William J. Zimmerman,Merrill W Arthur,1000000,1000000,Pre-Seed,14-10-2020,,,,,
NEWTONX INC,Other,newtonx.com,NEW YORK,NY,10017,(646) 926-1181,2016,9,"Germain Chastel, SASCHA EDER","DAN ABELON, KEMPER SHAW, Rebecca Minguela, Sascha Eder, WES BARTON, Wes Barton",35373358,32343000,Series B,28-10-2021,10,0,100,63274,['Client Operations Senior Associate']
NEWTRUL INC,Other Technology,newtrul.com,SAN FRANCISCO,CA,94114,(707) 653-0478,,,"Edwin Stockman, John Tozer",Burak Cendek,44554644,44554644,Series C,24-04-2024,,,,,
NEWVIEW LLC,Other Technology,newview.com,WINNETKA,IL,60093,(720) 727600,2023,2,"Alyssa A. Pollack, Jeffrey A. Werring, Peter A. Kadens",,7275000,7275000,Series A,02-12-2024,,,,,
NEX CUBED LLC,Other,nexcubed.com,LA JOLLA,CA,92037,(866) 611-4652,2016,9,"Brian T. Nugent, Duncan T. Logan, Ken T. Denman, Kip T. Quackenbush, Marlon T. Evans, William T. Malloy III","Brian T. Nugent, Ken T. Denman, Marlon T. Evans",47019771,15673257,Series A,24-07-2019,,,,,
NEX TEAM INC,Other,nex-team.com,SAN JOSE,CA,95113,(408) 357-4989,2017,8,Keng Fai Lee,"Amy Brooks, On Loy Sung, Tin Yin Lam, Wing Hung Chan",39499941,24999999,Series B,06-05-2021,,,,,
NEXA AI INC,Computers,nexa-ai.com,SUNNYVALE,CA,94086,(650) 283-5669,2023,2,"Wei Chen, Zhiyuan Li",,15000000,15000000,Series A,24-07-2024,6,0,100,120640,['software engineer']
NEXA3D INC,Other Technology,nexa3d.com,VENTURA,CA,93003,(310) 846-1213,2016,9,"Abraham Nethanel Reichental, Abraham Reichental, Andrea Denaro, Andrea Nethanel Denaro","Andrea Nethanel Denaro, Frank Nethanel Sklarsky, Frank Sklarsky, Jeff Holden, Jeff Nethanel Holden, Joseph Nethanel Thorp, Joseph Thorp, Shyh-Yong Nethanel Shen, Yori Nelken, Yori Nethanel Nelken",120000000,70000000,Series C,14-05-2021,2,0,100,111300,['PROCESS ENGINEER']
NEXAMP INC,Other Energy,nexamp.com,BOSTON,MA,2110,(617) 431-1440,,,"Bradley McLean, Christopher Clark, John Murphy, Kamran Idrees, Peter Tawczynski, Robert E. Pantano, Robert Pantano, Zaid Ashai","Bo Buchynsky, Bohdan E. Buchynsky, David E. Martirano, David Martirano, David S. Martirano, Henri-Claude S. Bailly, Isaac Felix, James S. Eisenstein, Jeff Ross, Kan Sato, Masanori Kohama, Satoshi E. Hamada, Satoshi Hamada, Shuhei Kurosawa, Yuji Okafuji",649876418,419998413,Series D+,31-03-2024,12,2,85.71428571,170000.03,"['Manager, Grid Integration Engineering ', 'VP, Strategic Growth']"
NEXBANK CAPITAL INC,Other Banking and Financial Services,,DALLAS,TX,75201,(972) 934-4758,,,"Craig R. Korbuly, Dierk R. Hohman, John L. Holt, Jr., John, Jr. L. Holt, Matt L. Siekielski, Matt R. Siekielski, Rhett L. Miller, Rhett R. Miller, Stacy L. Hodges, Stacy R. Hodges","Brice L. Tarzwell, Brice R. Tarzwell, Donald L. Luskin, Donald R. Luskin, James L. Dondero, Jim L. Dondero, Kenneth L. Hanks, Kenneth R. Hanks, Mark L. Okada, Mark R. Okada, Switzer L. Deason, Ted L. Dameris",436000000,50000000,Series C,09-09-2022,,,,,
NEXCIDA THERAPEUTICS INC,Other,,MENLO PARK,CA,94025,(650) 325-5156,2014,11,David Socks,"Brent Ahrens, Chen Yu, Patrick Heron, Yigong Ge",21250003,21250003,Seed,08-06-2015,,,,,
NEXDEFENSE INC,Other Technology,,SAN MATEO,CA,94401,(415) 513-5319,2011,14,"Mark R. Halfon, Michael R. Sayre","Derek R. Harp, Michael R. Assante",2000000,2000000,Pre-Seed,04-10-2013,,,,,
NEXEO SOLUTIONS INC,Other,nexeo-solutions.com,The Woodlands,TX,77380,(281) 297-0700,2014,11,"Kristina A. Smith, Lisa P. Britt, Michael B., Jr. D. Farnell, Michael L. Everett, Ronald D. LaBuschewsky","Christopher A. Yip, Dan A. Smith, Kenneth A. Burke, Lord William Astor, Wilbur L., Jr. A. Ross",234923060,234923060,Series D+,09-06-2016,,,,,
NEXEON MEDSYSTEMS INC,Biotechnology,nexeonmedsystems.com,DALLAS,TX,75201,(844) 919-9990,2015,10,"BRIAN C BLISCHAK, CHRISTOPHER R MILLER, DANIEL P. POWELL, RONALD M CONQUEST, WILLIAM M ROSELLINI","KENT J GEORGE, MICHAEL J NEITZEL",2000000,2000000,Pre-Seed,21-04-2017,,,,,
NEXGEN POWER SYSTEMS INC,Other Technology,nexgenpowersystems.com,SANTA CLARA,CA,95050,(415) 862-0505,2017,8,"Dinesh Ramanathan, Narayanan Karuvapata","Ahmad Quiroga Chatila, Daniel Quiroga McCraine, Isidoro Quiroga Cortes, Thurman John Rodgers",10000000,10000000,Series A,27-02-2018,,,,,
NEXGENIA INC,Biotechnology,nexgenia.com,SEATTLE,WA,98195,(206) 290-8902,2011,14,Ron Myers,"Charles P. Waite, David Urdal, Martin Simonetti, Steven Gillis, Stewart Parker",6547583,2000000,Pre-Seed,05-08-2016,,,,,
NEXGENT INC,Other,nexgent.com,SAN JOSE,CA,95110,(408) 273-7970,2016,9,"Jacob Hess, Terry Kim",Hodong Nam,18182434,18182434,Series B,27-11-2018,,,,,
NEXGRID HOLDINGS INC,Other Energy,,BELLAIRE,TX,77401,(281) 636-3074,2020,5,Nathan Ough,,15000000,15000000,Series B,13-10-2020,,,,,
NEXGRID TECHNOLOGIES LLC,Other Energy,nexgrid.com,BELLAIRE,TX,77401,(281) 636-3074,2020,5,Nathan Ough,,15000000,15000000,Series B,05-10-2020,,,,,
NEXHEALTH INC,Other Technology,nexhealth.com,SAN FRANCISCO,CA,94104,(347) 460-5407,2014,11,Alamin Uddin,"Adam Lin, Christoph Janz, Joshua Buckley, Waleed Asif",177787924,127324891,Series D+,13-12-2021,,,,,
NEXIS TECH FUND LLC,Other Technology,nexis.com,PROSPER,TX,75078,(614) 582-8620,2024,1,Scott Boyer,,5000000,5000000,Pre-Seed,18-04-2024,,,,,
NEXLA INC,Other Technology,nexla.ai,SAN MATEO,CA,94401,(650) 393-4756,,,SAKET SAURABH,"AVINASH SHAHDADPURI, BRUCE TARAGAN",12540769,12540769,Series A,31-08-2021,,,,,
NEXLP INC,Other Technology,,CHICAGO,IL,60606,(224) 307-6586,2014,11,"Christopher T. Mackie, Dan Roth, Jason Leib, Y.E. T. Chen","Christopher T. Capps, Lon T. Chow",2999957,2999957,Seed,13-10-2017,,,,,
NEXOVAINC,Other Technology,nexovainc.com,SUNNYVALE,CA,94085,(206) 482-0213,2025,0,Pan Luoshang,,1000000,1000000,Pre-Seed,16-06-2025,,,,,
NEXPOINT CAPITAL INC,Investing,nexpointcapital.com,DALLAS,TX,75201,(972) 628-4100,2013,12,"Brian A. Mitts, Dustin A. Norris, James A. Dondero","Bob Froehlich, Ethan Powell, John Honis, Terrence O. Jones, Timothy K. Hui",9999977,9999977,Series A,02-09-2014,,,,,
NEXSCIENT INC,Other Technology,nexscient.com,LOS ANGELES,CA,90067,(310) 494-6620,2023,2,,Fred Tannous,,,,,,,,,
NEXT BLOOM INC,Other,nextbloom.com,NEW YORK,NY,10011,(315) 415-6534,,,Aarlo Stone Fish,,3199099,3199099,Seed,19-07-2024,,,,,
NEXT ENERGY GROUP INC,Other Energy,nextenergygroup.com,HOUSTON,TX,77079,(281) 884-3680,2016,9,"Christopher Efird, Louis Soumas",Larry Mellinger,5000000,5000000,Pre-Seed,25-09-2018,,,,,
NEXT ENERGY TECHNOLOGIES INC,Other Energy,nextenergy.com,SANTA BARBARA,CA,93111,(805) 222-4546,2010,15,"Andy Cohen, Brenton Taylor, Corey Hoven, Cory Hoven, Daniel Emmett, Mike Griffiths","Andy Cohen, Andy G.P. Cohen, Daniel Emmett, David G.P. Smukowski, David Smukowski, James G.P. Dehlsen, John Sullivan, Kelly Schuller, Lawney Falloon, Scott Mraz, Theresa Jester",47604416,18604437,Series A,01-02-2024,,,,,
NEXT FORCE TECHNOLOGY INC,Other,nextforcetechnology.com,CUPERTINO,CA,95014,(650) 924-2746,2015,10,"Ramneek Bhasin, Ramneek V. Bhasin, Siva Kumar, Siva V. Kumar",,13587947,11087947,Series A,18-04-2018,,,,,
NEXT GEN CAPITAL HOLDINGS INC,Other Technology,,HOUSTON,TX,77081,(281) 974-5928,2012,13,Elliott James Nunez,"Bruce James Busmire, Mark James Camstra",,,,,,,,,
NEXT GENERATION INVESTMENT GROUP LLC,Other,,SAN RAFAEL,CA,94903,(415) 488-7745,2016,9,Michael De Frenza,,,,,,,,,,
NEXT HOTELS INC,Other,nexthotels.com,BROOKLYN,NY,11222,(212) 404-6936,,,Michael Schneider,,1000000,1000000,Pre-Seed,15-05-2019,,,,,
NEXT INSURANCE INC,Insurance,next-insurance.com,PALO ALTO,CA,94304,(855) 222-5919,2015,10,"Chris Rhodes, Effi Fuks-Leitchag, Eran Liron, Guy Goldstein, Michelle Cheung, Nisim Tapiro, Sofya Pogreb, Teodora Gouneva","Eitan Bek, Elliot Geidt, Jesse Wedler, Markus Riess, Matthew McElhattan, Nick Shalek, Nissim Tapiro, Oren Zeev, Sumiran Das",1212619217,349999994,Series D+,02-10-2023,,,,,
NEXT IT CORP,Other Technology,next-it.com,Spokane,WA,99216,(509) 458-8641,,,"David Remington, Fred Brown, Tracy Malingo","Brandy Fulton, David Remington, John Luger, Johnny Humphreys, Paul Brajcich, Ralph Pascualy",20000000,8000000,Series A,15-06-2016,,,,,
NEXT LEVEL CAPITAL GROUP LLC,Other Banking and Financial Services,nextlevelcapitalgroup.com,GALVESTON,TX,77550,(409) 354-6242,2017,8,"Louis Vincent Gately, Michael Eugene Wisner",,,,,,,,,,
NEXT LEVEL GLOBAL SOLUTIONS INC,Other Technology,next-level-global.com,ONTARIO,CA,91761,(909) 264-4062,2021,4,SHAIN HYMON,,15000000,15000000,Series B,20-10-2021,,,,,
NEXT LEVEL HEALTH PARTNERS LLC,Other Health Care,,CHICAGO,IL,60612,(312) 801-0249,2013,12,"Cheryl Whitaker, Jacquelyn Smith, Keith Wolski, Michael Kinne","Benjamin Regina, Justin Dearborn, Robert Jordan, Rodney Armstead",3000000,3000000,Seed,04-09-2015,,,,,
NEXT LEVEL MARKETING & ADVERTISING INC,Other Technology,,ONTARIO,CA,91761,(909) 285-4765,2020,5,SHAIN HYMON,,7500000,7500000,Series A,26-01-2021,,,,,
NEXT LEVEL URGENT CARE LLC,Hospitals and Physicians,nextlevelurgentcare.com,HOUSTON,TX,77057,(281) 201-0657,,,Juliet Breeze,,6006000,6006000,Series A,15-07-2020,,,,,
NEXT ONE'S ON ME INC,Other Technology,,Houston,TX,77043-4718,(512) 217-7070,2011,14,Sara Rodell,"Brian Cargo, Brian Smith, Mellie Price, Michael Geismar, Rod Desroches",7047707,4080932,Seed,22-06-2022,,,,,
NEXT ORTHOSURGICAL INC,Biotechnology,nextorthosurgical.com,VISTA,CA,92081,(760) 295-3613,2011,14,"Linda Young, Shunshiro Yoshimi",,,,,,,,,,
NEXT PAGE LLC,Business Services,next-page.com,CHICO,CA,95928,(530) 345-2889,2015,10,Robert Scott Chalmers,,,,,,,,,,
NEXT RENEWABLE FUELS INC,Other Energy,,HOUSTON,TX,77079,(281) 884-3680,2016,9,"Christopher Effird, Christopher Efird, Dan Scott Kim, David Kane, David Scott Kane, Eugene Cotten, Eugene Scott Cotten, Louis Soumas, Robert Scott Armstrong","Dan Scott Kim, E. Scott Crist, Jo Ellen Scott Darcy, Lisa Scott Holmes, Luisa Scott Ingargiola, Robert Russell, Stephen Scott Trauber",99500000,5000000,Pre-Seed,08-08-2023,,,,,
